GeneSymbol	iCAF	mCAF	tpCAF	vCAF	Pericyte	apCAF	rCAF
ABL2	262.39981500692601912	242.71249853813347386	171.44362018178441076	245.02458891773270011	368.72948419997021574	517.77142653755447554	367.27237075678056044
ABLIM1	14.43017751140133953	9.58279063205342574	55.16957987941687236	0.40048194324077707	8.98108908584524990	49.70475767031234682	299.94485101197807353
ABRACL	571.88343408352341157	310.53345050269371086	496.54121096746808917	279.47661851950209666	796.92264630581360052	275.61178199983646664	65.58886768107866772
ABT1	274.56824576797248483	268.28136622783841858	233.82192206050206096	206.48998618700693441	145.95414112980211030	257.65210318226104391	537.92078629902300690
AC004951.1	61.75039127431835340	88.21922009644622165	56.26645723753160411	40.77156523759907714	307.16390950637241986	47.61707419088535431	0.00000000000000000
AC005670.3	141.60586394518074371	91.99084172481515509	55.15567311281703411	75.36305316152352418	51.88070772259150232	132.80143265691739884	354.44780072893405531
AC010642.2	235.11739225473451143	275.26719673497797203	239.46713554463741502	290.14464015271533981	160.94645030192296531	287.16404110615604850	86.96685169791709313
AC020656.1	25.96920879702627616	29.24282761744719750	36.53450639410571910	0.00000000000000000	448.71257098656479911	0.00000000000000000	48.13599251968169312
AC020916.1	537.36383361457558294	349.05015536650802233	574.09232280639832879	295.36306041013006052	597.49600735862327383	925.15201278308472865	0.00000000000000000
AC060780.1	77.73208839521458913	88.30333243996075510	35.08874048890128705	127.95200108885313739	263.47789326918206143	0.00000000000000000	139.10331833002575763
AC068491.3	83.87266046722861290	223.42263948634089843	52.82001309268470379	48.64418168909826790	72.36145732735155889	49.23476594290059438	0.00000000000000000
AC100793.2	36.31210123318741267	293.20901642290846212	42.37661198419301911	90.70074799229631424	114.56279832676973740	0.00000000000000000	18.88387116317677794
AC100810.1	244.84110748241468514	121.14662083917977498	284.30732929719414415	80.31828828850161983	580.35066625769843540	0.00000000000000000	493.60598301245732955
AC105114.2	54.59173106419496690	37.31525794648415939	13.37696742248426851	3.43349225757576182	34.92143557805653131	36.85959563616300727	139.94798322358028031
ACAA2	401.56658076566117188	191.35134057637424121	412.06065396291018033	199.75810001514489045	1107.31605802210424372	0.00000000000000000	622.40644010361654637
ACIN1	243.48362202480831229	314.65365607964861283	159.27044459806120358	204.41644160549915910	225.16394300668753203	292.66411113447657044	29.63773848576297354
ACLY	164.90972600890069089	207.79406668177418283	185.75901941304945808	98.88619148105109957	257.83505550885126922	155.87269815475249857	534.97622670558803293
ACO2	278.40128390190670871	283.93119316421416443	224.27417693622280126	520.58752547975109337	165.10602351215104022	87.97204617166664775	633.38393301059250007
ACOT9	287.15957026227692950	211.44688980213129526	285.44611238428842626	302.30735752591004939	279.40811591107495815	210.85137433848959176	63.81102052435662131
ACP5	388.05932872946118550	291.20052915056845677	239.51128160627095554	80.34200261781272445	905.42237574758519258	323.64113660804883921	286.73002524969700744
