NAME	iCAF	mCAF	hsp_tpCAF	IDO_CAF	apCAF	dCAF	Pericyte	tpCAF	vCAF	rCAF
ADAMTS10	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	62.47319041697376463	61.24193598848028586
ADAMTS12	1.00000000000000000	66.83316883051176660	1.00000000000000000	50.77325286448898112	1.00000000000000000	47.99671841638747338	41.77198949270811568	1.00000000000000000	1.00000000000000000	1.00000000000000000
ADAMTS4	88.26294135332908297	69.60392959540548929	413.39392550778131863	170.14725053922438747	173.44958513250648480	80.65904913200941451	443.17074165787857964	1.00000000000000000	358.09716959603792930	561.41950000203769378
ADAMTS5	112.14251175754321821	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000
ADAMTS6	1.00000000000000000	33.93555900085415544	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000
ADAMTS9	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	141.82924894868548904	1.00000000000000000	121.39175496954442224	58.23655043809898757
ADAMTSL4	48.82207155449793845	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000
ADAP2	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	167.44593618718491257	1.00000000000000000	79.43067243925915477	1.00000000000000000
ADARB1	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	35.18540804982252723
ADCY3	58.49159625503532567	1.00000000000000000	1.00000000000000000	21.55928823627290214	1.00000000000000000	1.00000000000000000	90.13503650041327830	1.00000000000000000	109.17138003015399761	95.21634360441125011
ADCY6	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	46.15267322356897495	1.00000000000000000	44.22172375676507983	1.00000000000000000
ADD3	251.67252436198137389	133.48327483073975941	187.87615514255261928	183.70211475943796131	100.11723234470433397	97.12948901073592367	64.52002697212333260	100.13053349978569884	1.00000000000000000	1.00000000000000000
ADGRE5	1.00000000000000000	1.00000000000000000	1.00000000000000000	36.81402599304323786	95.20738362277894851	42.41679756445009986	52.86941345801470504	1.00000000000000000	55.76169922994353811	51.78219713655371947
ADGRF5	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	186.97348650090748379	1.00000000000000000	68.31775027974173042	205.45622396386008290
ADGRL2	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	46.60389229835119806	1.00000000000000000	1.00000000000000000	1.00000000000000000
ADGRL3	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	98.32856870289214157
ADH1B	440.46676302568175743	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	181.92087523675834859
ADK	28.14653032690538126	1.00000000000000000	1.00000000000000000	24.84648648620843758	1.00000000000000000	48.85456052239463531	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000
